Name;Sex;PeoplesCount
Атол;Male;552
Атолий;Male;15
Атом;Male;2000
Атомар;Male;1
Атомоглан;Male;1
Атон;Male;2000
Атоний;Male;3
Атос;Male;364
Атот;Male;1
Атраф;Male;18
Атрем;Male;619
Атта;Male;207
Аттам;Male;0
Аттас;Male;9
Аттело;Male;5
Аттик;Male;178
Аттил;Male;6
Аттилио;Male;3
Аттилла;Male;16
Аттило;Male;12
Аттокур;Male;98
Аттыл;Male;0
Атул;Male;6
Атунго;Male;0
Атфа;Male;0
Атхам;Male;885
Атхар;Male;5
Атхем;Male;1
Атхен;Male;0
Атхер;Male;1
Атче;Male;14
Атчешерфе;Male;0
Атылло;Male;0
Атырбай;Male;0
Атыф;Male;1
Атюш;Male;10
Ауад;Male;15
Ауади;Male;3
Аубекир;Male;103
Аугениюс;Male;3
Аугуст;Male;63
Аугустас;Male;1
Аугустин;Male;79
Аугустинас;Male;5
Аугустинос;Male;0
Аудрис;Male;4
Аудриус;Male;9
Аудрониус;Male;1
Аудрюс;Male;38
Ауду;Male;1
Ауес;Male;367
Аузах;Male;2
Ауке;Male;13
Аукен;Male;223
Аукеш;Male;1
Аулакх;Male;0
Ауни;Male;7
Ауреал;Male;0
Аурей;Male;3
Аурел;Male;1000
Аурелиан;Male;18
Аурелий;Male;23
Аурелио;Male;33
Аурелиу;Male;43
Аурелиц;Male;0
Аурелиян;Male;0
Аурельян;Male;2
Аурелян;Male;0
Ауреляц;Male;0
Аурен;Male;12
Аурений;Male;0
Аурид;Male;4
Аурико;Male;0
Аурил;Male;7
Аурилиан;Male;0
Аурилиян;Male;0
Аурылиян;Male;0
Аус;Male;367
Аусклис;Male;0
Аусс;Male;8
Аухат;Male;130
Аушан;Male;8
Афагат;Male;0
Афальмасри;Male;0
Афам;Male;8
Афан;Male;111
Афаназий;Male;1
Афанас;Male;287
Афанасий;Male;11000
Афангел;Male;0
Афанди;Male;136
Афанды;Male;2
Афанисий;Male;12
Афаносий;Male;1
Афар;Male;115
Афат;Male;112
Афаят;Male;8
Афган;Male;2000
Афгон;Male;12
Афезе;Male;0
Афези;Male;0
Афеноген;Male;12
Афер;Male;196
Афет;Male;218
Афзал;Male;400
Афзалетдин;Male;2
Афиг;Male;289
Афиган;Male;2
Афиз;Male;151
Афик;Male;251
Афим;Male;7
Афинаген;Male;10
Афинагент;Male;1
Афиноген;Male;971
Афис;Male;160
Афит;Male;5
Афиф;Male;14
Афич;Male;1
Афишин;Male;30
Афият;Male;19
Афкат;Male;11
Афладдин;Male;7
Афлатул;Male;0
Афлатун;Male;146
Афлетан;Male;1
Афлят;Male;3
Афлях;Male;7
Афмзе;Male;0
Афняф;Male;1
Афон;Male;3000
Афонас;Male;32
Афонасий;Male;805
Афоний;Male;22
Афонсу;Male;3000
Афоня;Male;3000
Афот;Male;1
Афраддин;Male;1
Афраел;Male;0
Афраил;Male;51
Афраип;Male;0
Афрат;Male;5
Афрей;Male;0
Афрем;Male;1
Африди;Male;12
Африкан;Male;186
Африкандий;Male;0
Африкант;Male;2
Африксин;Male;0
Африт;Male;0
Афросиаб;Male;32
Афросим;Male;0
Афсал;Male;11
Афсаладдин;Male;8
Афсун;Male;68
Афтан;Male;62
Афтаназий;Male;0
Афтанас;Male;111
Афтанасий;Male;2
Афтанасэ;Male;0
Афтандил;Male;626
Афтандин;Male;1
Афтах;Male;8
Афтений;Male;201
Афтияс;Male;0
Афтондил;Male;19
Афтымон;Male;0
Афузе;Male;0
Аффе;Male;6
Афхат;Male;6
Афшин;Male;81
Афшир;Male;0
Афшорд;Male;0
Афыс;Male;3
Ахад;Male;2000
Ахадулла;Male;4
Ахаит;Male;1
Ахамал;Male;0
Ахан;Male;3000
Ахапи;Male;0
Ахаткул;Male;6
Ахверди;Male;57
Ахдан;Male;98
Ахед;Male;29
Ахемед;Male;0
Ахепчи;Male;0
Ахзияш;Male;0
Ахиад;Male;3
Ахиар;Male;1
Ахиб;Male;8
Ахид;Male;16
Ахий;Male;12
Ахиле;Male;1
Ахилес;Male;526
Ахиллес;Male;442
Ахим;Male;396
Ахимелех;Male;0
Ахит;Male;5
Ахияд;Male;9
Ахияр;Male;74
Ахият;Male;23
Ахйо;Male;0
Ахкам;Male;8
Ахкамутдин;Male;0
Ахкям;Male;5
Ахкямитдин;Male;0
Ахлет;Male;0
Ахливан;Male;0
Ахлидин;Male;736
Ахлиман;Male;190
Ахлинисо;Male;1
Ахмад;Male;10000
Ахмадали;Male;214
Ахмадалы;Male;0
Ахмадбек;Male;130
Ахмадгалей;Male;0
Ахмаджавид;Male;0
Ахмаджан;Male;144
Ахмаджон;Male;1000
Ахмаджох;Male;0
Ахмадоск;Male;0
Ахмадхан;Male;15
Ахмадшах;Male;22
Ахмадшох;Male;47
Ахмазетдин;Male;0
Ахмат;Male;3000
Ахматбаян;Male;0
Ахматгали;Male;2
Ахматжан;Male;32
Ахматзахир;Male;0
Ахматзетдин;Male;1
Ахматнур;Male;9
Ахматшапи;Male;1
Ахмед;Male;47000
Ахмедага;Male;31
Ахмедали;Male;29
Ахмедалы;Male;0
Ахмедана;Male;0
Ахмедап;Male;0
Ахмедбек;Male;26
Ахмедгали;Male;4
Ахмеджан;Male;287
Ахмедзаки;Male;0
Ахмедзян;Male;20
Ахмеди;Male;112
Ахмедкярим;Male;1
Ахмедоч;Male;0
Ахмедула;Male;12
Ахмедулах;Male;2
Ахмедхан;Male;348
Ахмеман;Male;0
Ахмер;Male;130
Ахмет;Male;11000
Ахметалим;Male;7
Ахметвали;Male;2
Ахметгариф;Male;0
Ахметжамель;Male;0
Ахметжамиль;Male;0
Ахметжан;Male;1000
Ахметжаудат;Male;0
Ахметжжамель;Male;1
Ахметзил;Male;0
Ахметзян;Male;12
Ахметкирим;Male;0
Ахметшарин;Male;1
Ахметшарип;Male;17
Ахметь;Male;3
Ахметясови;Male;0
Ахмид;Male;45
Ахминат;Male;0
Ахмитеч;Male;0
Ахмурат;Male;4
Ахмяр;Male;5
Ахмят;Male;17
Ахмять;Male;0
Ахнав;Male;1
Ахнад;Male;0
Ахнар;Male;5
Ахнаф;Male;206
Ахнет;Male;3
Ахон;Male;76
Ахрал;Male;16
Ахрор;Male;3000
Ахрориддин;Male;21
Ахроркул;Male;0
Ахрорхон;Male;68
Ахсан;Male;219
Ахсапет;Male;1
Ахсар;Male;783
Ахсарбег;Male;19
Ахсарбек;Male;249
Ахсартаг;Male;94
Ахсеит;Male;2
Ахсен;Male;6
Ахслан;Male;0
Ахсудар;Male;0
Ахтам;Male;959
Ахтамулла;Male;1
Ахтамян;Male;1
Ахтан;Male;132
Ахтанг;Male;5
Ахтари;Male;230
Ахтеле;Male;0
Ахтем;Male;1000
Ахтемий;Male;0
Ахтемир;Male;12
Ахтен;Male;5
Ахтеш;Male;0
Ахтибар;Male;5
Ахтим;Male;1
Ахтым;Male;2
Ахтымон;Male;0
Ахтялс;Male;0
Ахтям;Male;439
Ахтями;Male;0
Ахудар;Male;3
Ахун;Male;692
Ахунжон;Male;8
Ахунзян;Male;1
Ахурбек;Male;7
Ахшар;Male;170
Ахшартаг;Male;1
Аца;Male;556
Ацамаз;Male;2000
Ацзюо;Male;0
Аци;Male;137
Ацо;Male;55
Ацыл;Male;0
Ачакан;Male;2
Ачари;Male;1
Ачбакир;Male;0
Ачешерфе;Male;0
Ачико;Male;83
Ачил;Male;20
Ачилбай;Male;4
Ачитар;Male;0
Ачкани;Male;0
Ачкелдин;Male;0
Ачкимал;Male;0
Ачме;Male;1
Ачон;Male;17
Ачхане;Male;0
Ачче;Male;3
Аччешерфе;Male;0
Ашади;Male;3
Ашак;Male;40
Ашакул;Male;1
Ашал;Male;35
Ашама;Male;3
Ашар;Male;98
Ашарбек;Male;1
Ашаханум;Male;3
Ашвани;Male;10
Ашгат;Male;0
Ашдин;Male;0
Аше;Male;147
Ашебер;Male;4
Ашек;Male;93
Ашер;Male;269
Ашеркхан;Male;1
Ашет;Male;153
Ашеф;Male;4
Ашик;Male;252
Ашим;Male;1000
Ашир;Male;585
Аширберди;Male;0
Аширкули;Male;1
Аширмурад;Male;0
Аширмурат;Male;0
Аширназар;Male;0
Ашиш;Male;20
Ашкад;Male;0
Ашкан;Male;29
Ашкар;Male;54
Ашкерифе;Male;0
Ашкин;Male;46
Ашме;Male;7
Ашог;Male;10
Ашод;Male;25
Ашок;Male;371
Ашокан;Male;1
Ашон;Male;61
Ашоре;Male;0
Ашот;Male;23000
Ашотик;Male;614
Ашрабав;Male;0
Ашрарф;Male;0
Ашре;Male;1
Ашреф;Male;2
Ашсис;Male;0
Ашст;Male;0
Аштемир;Male;0
Ашукулла;Male;0
Ашур;Male;778
Ашурали;Male;319
Ашурбай;Male;3
Ашурбек;Male;159
Ашуре;Male;0
Ашурели;Male;1
Ашури;Male;17
Ашутош;Male;9
Ашуца;Male;1
Ашфак;Male;6
Ашхабжалиаль;Male;0
Ашхан;Male;3
Ашхарик;Male;6
Ашхеник;Male;4
Ашхин;Male;0
Ашчиоглу;Male;0
Ашшур;Male;66
Ашык;Male;74
Ашыр;Male;529
Ащирбай;Male;0
Ащурали;Male;0
Аысур;Male;0
Аыф;Male;103
Аыюб;Male;0
Аьберт;Male;22
Аэдин;Male;1
Аэли;Male;9
Аэлит;Male;24
Аэлли;Male;3
Аюб;Male;5000
Аюбур;Male;0
Аюп;Male;533
Аюпжан;Male;24
Аютфи;Male;0
Аяз;Male;4000
Аязхан;Male;105
Аяик;Male;0
Аялу;Male;5
Аяр;Male;104
Аясу;Male;1
Аятоллах;Male;0
Аятшах;Male;3
Баадур;Male;14
Баатор;Male;36
Бабай;Male;3000
Бабамурад;Male;38
Бабамурат;Male;127
Багаддин;Male;12
Багаджан;Male;0
Багадир;Male;13
Багадур;Male;99
Багадыр;Male;7
Багдан;Male;3000
Баги;Male;4000
Багиоглан;Male;0
Багир;Male;856
Багит;Male;181
Багитжан;Male;176
Багиш;Male;66
Багомед;Male;206
Баграт;Male;2000
Багратион;Male;604
Бадри;Male;1000
Бадрий;Male;5
Бадруддин;Male;54
Бадруди;Male;123
Бадрудин;Male;424
Бадрутдин;Male;147
Бадрхан;Male;1
Базий;Male;57
Базик;Male;856
Базил;Male;52
Базилий;Male;60
Байандур;Male;2
Байбакты;Male;53
Байбулат;Male;147
Байгаз;Male;10
Байгинат;Male;54
Байконур;Male;79000
Байманбет;Male;9
Баймирза;Male;10
Баймурад;Male;27
Баймурат;Male;819
Баймурза;Male;534
Баймухаммер;Male;0
Байоглан;Male;2
Байрамкиз;Male;7
Байраммурад;Male;6
Байраммухамед;Male;0
Байрамсахат;Male;0
Байрамурад;Male;1
Байран;Male;109
Байрон;Male;4000
Байсангур;Male;1000
Байсултан;Male;163
Байтемир;Male;133
Байхан;Male;129
Байхорджа;Male;0
Бакруз;Male;3
Бактигали;Male;12
Бактияр;Male;4000
Бактурди;Male;1
Бактыгуль;Male;3000
Бакум;Male;1000
Бакур;Male;3000
Бакшиш;Male;38
Бакыр;Male;50
Бакыт;Male;18000
Бакытбек;Male;5000
Бакытжан;Male;13000
Балабег;Male;27
Балабей;Male;105
Балабек;Male;595
Балавардан;Male;0
Балавардхан;Male;1
Балагардаш;Male;0
Балагасан;Male;3
Балагусейн;Male;3
Баладай;Male;10
Баладрон;Male;0
Балакерим;Male;13
Балакиз;Male;2
Баламир;Male;20
Баласан;Male;27
Баласар;Male;4
Баласултан;Male;5
Балахмед;Male;9
Баликул;Male;0
Балинг;Male;2
Балинт;Male;141
Балтабай;Male;2000
Балтабек;Male;611
Баппар;Male;2
Барак;Male;2000
Баратолий;Male;1
Барбил;Male;1
Барнабас;Male;40
Бартоломей;Male;380
Бас;Male;8000
Басам;Male;12
Басим;Male;396
Басир;Male;1000
Басла;Male;3
Басха;Male;1
Батал;Male;635
Батик;Male;2000
Батирбек;Male;29
Батирмухамед;Male;1
Батухан;Male;221
Батыжиргал;Male;0
Батый;Male;615
Батыр;Male;21000
богатырь;Male;6000
Батырали;Male;41
Батырбек;Male;4000
Батырбулат;Male;2
Батыргаджи;Male;0
Батыргалей;Male;5
Батырджан;Male;14
Батырхан;Male;5000
Батырш;Male;0
Бауыржан;Male;41000
Бахадыр;Male;2000
Бахил;Male;15
Бахлул;Male;193
Бахман;Male;2000
Баходур;Male;4000
Бахрам;Male;3000
Бахри;Male;94
Бахтинёр;Male;0
Бахтияр;Male;24000
Бахтнер;Male;0
Бахтнёр;Male;0
Бахтняр;Male;0
Бахыт;Male;11000
Башар;Male;316
Башир;Male;5000
Беглархан;Male;0
Бегмурат;Male;42
Бегмурод;Male;112
Бегназар;Male;64
Бек;Male;32000
Бекзаде;Male;5
Бекзат;Male;20000
Бекзод;Male;6000
Бекзуар;Male;1
Бекмухамад;Male;3
Бекмухамбет;Male;91
Бекмухамед;Male;89
Бекназар;Male;2000
Бексолтан;Male;36
Бексултан;Male;10000
Бекхан;Male;3000
Бели;Male;261
Бен;Male;13000
Бенадикт;Male;1
Беналий;Male;0
Бенамин;Male;18
Бенедий;Male;1
Бенедик;Male;417
Бенедикт;Male;1000
Бенедиктас;Male;1
Беньямин;Male;200
Берик;Male;21000
Берикхан;Male;127
Берислав;Male;13000
Берман;Male;2000
Бермет;Male;3000
Бернадас;Male;0
Бернадий;Male;9
Бернальд;Male;2
Бернанд;Male;7
Бернар;Male;579
Бернард;Male;899
Бернардас;Male;5
Бернхард;Male;80
Бертоломей;Male;0
Бертоломий;Male;0
Бертолон;Male;29
Бертольд;Male;136
Бертон;Male;8000
Бертран;Male;178
Бертранд;Male;20
Бесултан;Male;6
Бехан;Male;12
Бехруз;Male;8000
Беяддер;Male;2
Беядер;Male;3
Биаслан;Male;97
Бибикамал;Male;10
Бидзин;Male;2
Биймурза;Male;40
Бийсолтан;Male;68
Билан;Male;10000
Билель;Male;3
Били;Male;317
Билиз;Male;1
Билялутдин;Male;0
Бимль;Male;0
Бирка;Male;319
Бихер;Male;0
Бич;Male;844000
Бичико;Male;68
Биякай;Male;16
Биян;Male;545
Благой;Male;712
Боачхан;Male;0
Боб;Male;16000
Бобен;Male;25
Боби;Male;763
Бобо;Male;2000
Бобомер;Male;1
Бобомурат;Male;27
Бобомурод;Male;758
Бобоназар;Male;91
Бобораим;Male;5
Бобохан;Male;6
Бобошер;Male;56
Бобраим;Male;1
Бобрек;Male;1
Бобрешёнок;Male;0
Бобуржон;Male;535
Богавдин;Male;0
Богавутдин;Male;0
Богадин;Male;9
Богадур;Male;0
Богадыр;Male;0
Богалюб;Male;1
Богдан;Male;252000
Богданас;Male;60
Богдар;Male;24
Богдасар;Male;17
Богодан;Male;15
Богодар;Male;64
Боголен;Male;0
Боголеп;Male;9
Боголюб;Male;375
Богомил;Male;165
Богомир;Male;25
Богос;Male;167
Богослав;Male;184
Бограт;Male;27
Богудар;Male;1
Богумил;Male;108
Богумир;Male;30
Богуслав;Male;18000
Бодак;Male;2000
Бодан;Male;195
Боделер;Male;0
Бодеслав;Male;1
Боеслав;Male;73
Божеслав;Male;2
Божидар;Male;625
Божил;Male;11
Божин;Male;177
Болесав;Male;0
Болеслав;Male;4000
Болисгов;Male;0
Болислав;Male;49
Болобек;Male;2
Болоруимец;Male;0
Болосолтан;Male;0
Болот;Male;3000
Болотбек;Male;1000
Бонгдан;Male;1
Бонеслав;Male;1
Бонефатий;Male;3
Бонислав;Male;6
Бонифат;Male;38
Бонифатий;Male;39
Бонифаций;Male;781
Борамет;Male;1
Борей;Male;695
Бореслав;Male;19
Борец;Male;10000
Борибек;Male;62
Борик;Male;2000
Борис;Male;263000
Борисас;Male;10
Борисат;Male;1
Борислав;Male;32000
Боходир;Male;2000
Боян;Male;2000
Бояр;Male;1000
Брагим;Male;13
Бранислав;Male;274
Брент;Male;94
Брий;Male;27
Бринослав;Male;0
Бронеслав;Male;109
Бронислав;Male;4000
Брониславас;Male;9
Бронтислав;Male;0
Брюс;Male;4000
Бубакар;Male;12
Бубахан;Male;20
Бубахва;Male;0
Бугадин;Male;3
Бугаудин;Male;0
Бугдан;Male;7
Будим;Male;309
Будимир;Male;1000
Будион;Male;0
Будулай;Male;589
Бузджигит;Male;14
Бузжигит;Male;39
Булал;Male;0
Булан;Male;1000
Булат;Male;43000
Булах;Male;7000
Булач;Male;77
Булаш;Male;805
Булуш;Male;8
Бунлонг;Male;1
Бура;Male;3000
Бураймо;Male;0
Бурак;Male;7000
Буран;Male;1000
Бург;Male;15000
Бурган;Male;113
Буребиста;Male;0
Бурулкан;Male;228
Бутабек;Male;8
Бхима;Male;4
Бхишма;Male;3
Ваадлен;Male;2
Ваан;Male;200
Вавжентий;Male;0
Вавжинец;Male;0
Вавил;Male;39
Вавила;Male;139
Вавилий;Male;11
Вавилон;Male;4000
Вагаршак;Male;406
Ваге;Male;3000
Вагилий;Male;2
Вагист;Male;1
Вагит;Male;300
Вагиф;Male;5000
Вагнер;Male;16000
Вагнор;Male;4
Вагоршак;Male;3
Ваграм;Male;2000
царь;Male;43000
Вагран;Male;9
Вагриг;Male;1
Вагтанг;Male;5
Вагуб;Male;0
Вагыйз;Male;6
Вададдин;Male;0
Ваддар;Male;1
Ваделен;Male;1
Ваделин;Male;0
Вадерий;Male;49
Ваджиб;Male;23
Ваджив;Male;1
Ваджид;Male;1
Ваджик;Male;10
Ваджил;Male;0
Ваджип;Male;26
Ваджих;Male;11
Вадиг;Male;14
Вадид;Male;14
Вадий;Male;11
Вадик;Male;38000
Вадим;Male;747000
Вадимир;Male;609
Вадин;Male;100
Вадислав;Male;171
Вадлей;Male;0
Вадлен;Male;34
Вадлентин;Male;1
Вадмир;Male;5
Вадуд;Male;67
Вадут;Male;35
Вазген;Male;5000
Вазер;Male;10
Вазиз;Male;1
Вазил;Male;4
Вазин;Male;95
Вазир;Male;854
Вазирахон;Male;5
Вазирхан;Male;62
Вазих;Male;157
Вазык;Male;6
Ваид;Male;217
Ваилий;Male;153
Вайд;Male;82
Вайдин;Male;10
Вайдотас;Male;8
Вайн;Male;1000
Вайрам;Male;17
Вайс;Male;8000
Вайсер;Male;278
Вакил;Male;220
Вакиф;Male;145
Ваксыль;Male;0
Вактанги;Male;0
Вактор;Male;5
Вакула;Male;4000
Вакулин;Male;2000
Вакум;Male;72
Вакх;Male;54
Валаддин;Male;12
Валадин;Male;3
Валантин;Male;8
Валарий;Male;34
Валдас;Male;146
Валдемарас;Male;5
Валден;Male;10
Валденгтин;Male;1
Валдерий;Male;2
Валдис;Male;1000
Валевий;Male;5
Валег;Male;36
Валегий;Male;9
Валедин;Male;11
Валекий;Male;4
Вален;Male;479
Валенгтин;Male;3
Валений;Male;13
Валенин;Male;67
Валенир;Male;1
Валент;Male;269
Валентий;Male;196
Валентин;Male;180000
Валентинак;Male;2
Валентинас;Male;30
Валентинат;Male;1
Валер;Male;955
Валера;Male;281000
Валериан;Male;2000
Валерий;Male;530000
Валерик;Male;5000
Валерионас;Male;0
Валериус;Male;176
Валерияй;Male;1
Валериян;Male;152
Валерон;Male;2000
Валерьен;Male;6
Валерьян;Male;3000
Валерьяр;Male;2
Валерян;Male;84
Валет;Male;707
Валетий;Male;4
Валетин;Male;160
Валех;Male;1000
Вали;Male;3000
Валид;Male;2000
Валиддин;Male;6
Валиджан;Male;75
Валиджон;Male;495
Валий;Male;142
Валик;Male;17000
Валико;Male;794
Валилий;Male;30
Валим;Male;356
Валимир;Male;4
Валимухамед;Male;0
Валимьян;Male;2
Валин;Male;568
Валихан;Male;2000
Валладдин;Male;0
Валлериан;Male;0
Валодимир;Male;13
Валоерий;Male;0
Вальдек;Male;65
Вальдемар;Male;4000
Вальдимар;Male;35
Вальдимарас;Male;3
Вальдимарт;Male;0
Вальдимир;Male;0
Вальдислав;Male;0
Вальдымар;Male;45
Вальтезар;Male;0
Вальтер;Male;9000
Вальтерис;Male;2
Вальтеркаталино;Male;1
Вальтмар;Male;1
Вальтруд;Male;0
Вальфред;Male;2
Валяддин;Male;3
Валядзин;Male;0
Вамифатий;Male;0
Ванадий;Male;923
Ваналий;Male;0
Ванатолий;Male;0
Ванделин;Male;0
Ванджин;Male;0
Вандимирт;Male;0
Ванелий;Male;1
Ваниамин;Male;1
Ванифантий;Male;0
Ванифатий;Male;4
Вано;Male;12000
Ванцетий;Male;0
Ваолодимир;Male;0
Ваора;Male;3
Ваоро;Male;0
Варастат;Male;0
Вардан;Male;7000
Вардуа;Male;1
Вареанофий;Male;0
Варий;Male;85
Варик;Male;700
Варим;Male;109
Варлам;Male;649
Варламий;Male;19
Варнава;Male;2000
Варсанофий;Male;18
Варсенофий;Male;0
Варсинофий;Male;2
Варсонафий;Male;1
Варсоноф;Male;10
Варсонофий;Male;39
Вартазар;Male;12
Варталамей;Male;1
Варталомей;Male;2
Вартан;Male;4000
Варткез;Male;43
Вартоломей;Male;25
Вартунуш;Male;1
Варфаламей;Male;325
Варфаломей;Male;154
Варфололый;Male;0
Варфоломей;Male;2000
Варфоломий;Male;5
Варфтоломей;Male;2
Васак;Male;78
Васбикамон;Male;1
Васген;Male;220
Васеф;Male;14
Васидий;Male;29
Васий;Male;41
Васил;Male;5000
Василдий;Male;2
Василий;Male;665000
Василсий;Male;1
Василтий;Male;2
Василь;Male;65000
Васим;Male;402
Васиф;Male;2000
Васлав;Male;12
Ваславий;Male;0
Вассеф;Male;1
Вассиан;Male;23
Вассил;Male;3
Вассим;Male;29
Вастилий;Male;3
Васфий;Male;0
Васыль;Male;755
Васудева;Male;11
Ваталий;Male;38
Ватибор;Male;3
Ватислав;Male;1
Ватслав;Male;25
Ватьер;Male;0
Ваха;Male;5000
Вахид;Male;4000
Вахим;Male;12
Вахип;Male;4
Вахир;Male;6
Вахирсултан;Male;4
Вахит;Male;1000
Вахитдин;Male;3
Вахоб;Male;797
Ваходе;Male;0
Вахтанг;Male;5000
Вахтанги;Male;86
Вахтанк;Male;3
Вахтанх;Male;1
Вахтанш;Male;1
Вахур;Male;1
Вахыд;Male;4
Вахырсолтан;Male;0
Вацислав;Male;1
Вацлав;Male;2000
Вацлавас;Male;5
Вацлов;Male;33
Вачаган;Male;893
Ваче;Male;518
Вачи;Male;283
Вачир;Male;2
Вачиф;Male;0
Ваэль;Male;57
Вгений;Male;243
Веамин;Male;1
Веанир;Male;0
Веаннамин;Male;0
Веанор;Male;2
Вегафард;Male;0
Ведедим;Male;1
Веденей;Male;57
Ведений;Male;4
Везентий;Male;0
Вейко;Male;294
Вейкун;Male;1
Вектор;Male;13000
Велентин;Male;35
Велерий;Male;100
Вели;Male;979
Велизар;Male;218
Велимамед;Male;1
Велимет;Male;21
Велимир;Male;1000
Велимор;Male;19
Велимурад;Male;4
Велиор;Male;24
Велирий;Male;1
Велислав;Male;195
Велияддин;Male;2
Велиямин;Male;2
Велло;Male;19
Велорий;Male;163
Вельвиль;Male;0
Венадий;Male;9
Венай;Male;1
Веналий;Male;25
Венарий;Male;12
Венгерий;Male;3
Венгианин;Male;0
Венгэрт;Male;0
Вендамин;Male;0
Венделин;Male;62
Вендельм;Male;0
Венеамин;Male;186
Венегард;Male;0
Венегдит;Male;3
Венедий;Male;1
Венедикс;Male;0
Венедикт;Male;1000
Венедим;Male;3
Венединт;Male;0
Венекдит;Male;1
Венер;Male;5000
Вениамин;Male;18000
Веникдит;Male;0
Венислав;Male;31
Веннадий;Male;3
Веннедикт;Male;1
Веноген;Male;2
Венодий;Male;1
Венор;Male;9
Венронг;Male;0
Венсан;Male;129
Вентамин;Male;0
Вентеслав;Male;1
Венцеслав;Male;667
Венцислав;Male;625
Веньяамин;Male;1
Веньямин;Male;213
Веньяминас;Male;0
Веонид;Male;1
Вергий;Male;3
Вергил;Male;26
Вергилий;Male;225
Веремей;Male;1000
Веремий;Male;457
Вержилий;Male;3
Вернер;Male;6000
Вероний;Male;0
Верослав;Male;13
Версанофий;Male;1
Весаген;Male;0
Веслав;Male;77
Веснозен;Male;1
Вестислав;Male;4
Веталий;Male;1000
Ветислав;Male;5
Ветольд;Male;9
Ветослав;Male;3
Ветрина;Male;93
Ветчислав;Male;2
Вечаеслав;Male;0
Вечаслав;Male;306
Вечеслав;Male;3000
Вечислав;Male;196
Вечяслав;Male;283
Виалий;Male;92
Виарел;Male;31
Виаталий;Male;11
Виатлий;Male;13
Виатор;Male;21
Вивалий;Male;3
Вивасван;Male;0
Вивсей;Male;1
Вивтор;Male;5
Вигалий;Male;0
Вигмунд;Male;0
Виграб;Male;1
Видадий;Male;17
Видалий;Male;4
Виденикт;Male;0
Видент;Male;16
Виджай;Male;491
Видиард;Male;1
Видимиан;Male;0
Видислав;Male;4
Видор;Male;7
Видослав;Male;5
Видым;Male;1
Визитор;Male;5
Вииалий;Male;10
Викам;Male;28
Викарий;Male;161
Викас;Male;268
Викентий;Male;3000
Викентин;Male;1
Викетий;Male;2
Викинтий;Male;0
Виккентий;Male;2
Виклий;Male;0
Викодин;Male;45
Викор;Male;359
Виксентий;Male;0
Викситий;Male;0
Викталий;Male;2
Виктар;Male;464
Виктарий;Male;1
Виктор;Male;1000000
Викторав;Male;3
Викторас;Male;92
Викториан;Male;123
Викторий;Male;142
Викторин;Male;804
Викторио;Male;96
Викторис;Male;13
Викторос;Male;3
Викторс;Male;58
Виктр;Male;233
Викул;Male;122
Викула;Male;36
Вил;Male;832
Вилалий;Male;28
Виларий;Male;0
Вилатий;Male;3
Вилем;Male;13
Вилен;Male;2000
Вилений;Male;4
Виленин;Male;42
Виленслав;Male;0
Вилент;Male;3
Вилентий;Male;11
Вилер;Male;44
Вилес;Male;28
Вили;Male;2000
Вилиадольф;Male;0
Вилиамин;Male;4
Вилиан;Male;49
Вилианин;Male;1
Вилиард;Male;0
Вилий;Male;131
Вилик;Male;162
Вилис;Male;278
Вилислав;Male;13
Вилл;Male;11000
Вилле;Male;286
Виллебальд;Male;0
Виллем;Male;40
Виллен;Male;46
Вилли;Male;4000
Виллиамин;Male;0
Виллиан;Male;65
Виллибальд;Male;5
Виллибродус;Male;0
Виллий;Male;16
Виллим;Male;9
Виллин;Male;12
Виллиор;Male;0
Виллис;Male;140
Виллор;Male;10
Виллорий;Male;8
Вилль;Male;398
Вилльс;Male;0
Вилльям;Male;23
Виллэ;Male;2
Вилля;Male;24
Вилмош;Male;2
Вилон;Male;158
Вилор;Male;276
Вилорг;Male;37
Вилорд;Male;25
Вилорий;Male;172
Вилорик;Male;28
Вилорис;Male;0
Вилорк;Male;5
Вилорр;Male;0
Вилорс;Male;6
Вилослав;Male;0
Вилот;Male;2
Вилоят;Male;157
Виль;Male;5000
Вильборг;Male;0
Вильбэрт;Male;1
Вильгельм;Male;4000
Вильгельмас;Male;0
Вильгельмус;Male;1
Вильгем;Male;14
Вильген;Male;2
Вильгений;Male;0
Вильгент;Male;0
Вильгерий;Male;0
Вильдан;Male;5000
Вильман;Male;624
Вильмар;Male;42
Вильмир;Male;257
Вильмонтас;Male;0
Вильмор;Male;8
Вильмош;Male;0
Вильмур;Male;14
Вильмян;Male;0
Вильо;Male;4
Вильям;Male;2000
Вильямин;Male;19
Вильярд;Male;2
Винарий;Male;2
Виниамин;Male;486
Винидикт;Male;11
Винислав;Male;0
Винкентий;Male;2
Винцас;Male;13
Винцент;Male;115
Винцентий;Male;0
Винценц;Male;5
Винчеслав;Male;3
Виолентий;Male;101
Вионг;Male;4
Вионид;Male;0
Вионор;Male;15
Виор;Male;39
Виорел;Male;2000
Виорем;Male;0
Виорен;Male;1
Виорет;Male;0
Виорил;Male;3
Вираб;Male;252
Виралий;Male;3
Вирамий;Male;0
Вирмантас;Male;2
Виру;Male;112
Висенте;Male;100
Виссам;Male;35
Виссан;Male;0
Виссариан;Male;0
Виссарий;Male;4
Виссарион;Male;2000
Вит;Male;7000
Витадий;Male;26
Витаил;Male;1
Виталий;Male;919000
Виталик;Male;160000
