Name;Sex;PeoplesCount
Жевонна;Female;0
Жевье;Female;0
Жезабель;Female;2
Жезения;Female;0
Жела;Female;84
Желана;Female;27
Желанья;Female;43
Желдора;Female;2
Желя;Female;167
Жемина;Female;8
Жемма;Female;8
Жен;Female;1000
Жена;Female;8000
Женевье;Female;10
Женера;Female;4
Женероса;Female;1
Женжен;Female;3
Женивьева;Female;22
Женима;Female;1
Женискуль;Female;231
Жерваис;Female;1
Жермен;Female;2000
Жерретт;Female;0
Жесения;Female;0
Жессамина;Female;0
Жива;Female;770
Живана;Female;36
Живка;Female;295
Жигана;Female;17
Жигер;Female;2000
Жизбика;Female;0
Жизела;Female;2
Жизелли;Female;0
Жизномира;Female;0
Жилвагар;Female;0
Жилена;Female;1
Жилит;Female;1
Жиляк;Female;540
Жин;Female;285
Жина;Female;92
Жинана;Female;2
Жинивьера;Female;0
Жировита;Female;0
Жиромира;Female;0
Жирослава;Female;2
Житез;Female;2
Житка;Female;1
Житомира;Female;453
Жихан;Female;16
Жихания;Female;8
Жмура;Female;590
Жовхар;Female;86
Жон;Female;4000
Жоресса;Female;0
Жори;Female;33
Жофар;Female;0
Жохда;Female;0
Жубаныш;Female;682
Жуд;Female;151
Жуди;Female;21
Жужа;Female;3000
Жула;Female;106
Жулдуз;Female;0
Жулдызым;Female;27
Жумабика;Female;6
Жумакул;Female;182
Жуо;Female;2
Жупар;Female;2000
Жур;Female;6000
Журава;Female;73
Журема;Female;2
Жууд;Female;0
Жыбек;Female;47
Жылдыз;Female;6000
Жыргал;Female;1000
Жытка;Female;0
Жюли;Female;147
Жюльена;Female;5
Жюльет;Female;9
Заава;Female;9
Забарджад;Female;2
Забел;Female;30
Забиба;Female;2
Забийа;Female;1
Забиха;Female;2
Забрина;Female;10
Завар;Female;37
Завийа;Female;0
Завила;Female;5
Завиля;Female;11
Завия;Female;118
Завкийа;Female;0
Загила;Female;29
Загира;Female;2000
Заглула;Female;0
Загляда;Female;398
Загорка;Female;17
Загоска;Female;14
Зад;Female;588
Заде;Female;2000
Задия;Female;2
Зазуля;Female;1000
Заима;Female;20
Зайбула;Female;4
Зайн;Female;358
Зайна;Female;229
Зайния;Female;16
Зайнура;Female;411
Зайсина;Female;0
Закийа;Female;1
Закира;Female;674
Заклимена;Female;1
Залика;Female;44
Залима;Female;43
Замбага;Female;5
Замби;Female;29
Замзагул;Female;396
Замзагуль;Female;2000
Замзамийа;Female;1
Замиля;Female;155
Зан;Female;989
Зана;Female;241
Заназан;Female;5
Занана;Female;2
Занджабиль;Female;0
Зандра;Female;16
Занзабила;Female;1
Занита;Female;15
Зант;Female;45
Зантия;Female;3
Зануфа;Female;5
Запита;Female;1
Зар;Female;825
Зарангиз;Female;8
Зарандуз;Female;0
Зарафа;Female;17
Зарафат;Female;4
Зарафшан;Female;27000
Зарбафт;Female;1
Заргалам;Female;4
Заргису;Female;0
Зардар;Female;6
Зарела;Female;1
Зари;Female;834
Зарига;Female;10
Заригуль;Female;0
Зарида;Female;85
Зариза;Female;3
Зарийа;Female;1
Зарик;Female;1000
Зарин;Female;661
Зарине;Female;230
Зарира;Female;5
Зарислава;Female;9
Зарица;Female;28
Зарка;Female;4000
Зармина;Female;36
Зармуи;Female;1
Зарница;Female;798
Зарра;Female;49
Заррагул;Female;9
Зартар;Female;5
Зарура;Female;2
Заря;Female;32000
Заряница;Female;15
Заслава;Female;3
Затийа;Female;0
Затия;Female;44
Зауджа;Female;1
Заужа;Female;1
Заукийа;Female;0
Заукия;Female;16
Зафия;Female;14
Захаба;Female;1
Захава;Female;24
Захара;Female;274
Захида;Female;660
Захийа;Female;0
Захина;Female;21
Захира;Female;289
Захия;Female;11
Захура;Female;1
Зача;Female;47
Зая;Female;22000
Заяна;Female;834
Збыслава;Female;2
Звана;Female;20
Звард;Female;30
Зварт;Female;79
Звездомира;Female;1
Звенемира;Female;0
Звонимира;Female;0
Зеб;Female;120
Зеби;Female;76
Зебочехра;Female;0
Зебуниса;Female;0
Зева;Female;113
Зевар;Female;103
Зевула;Female;0
Зез;Female;62
Зезаг;Female;188
Зейнап;Female;249
Зейтуна;Female;65
Зекие;Female;404
Зела;Female;35
Зелда;Female;2
Зелида;Female;9
Зелия;Female;10
Зелфа;Female;1
Зельц;Female;82
Земзем;Female;5
Зен;Female;2000
Зена;Female;413
Зенадия;Female;0
Зеная;Female;1
Зенда;Female;8
Зенеида;Female;0
Зения;Female;5
Зепур;Female;0
Зепьюр;Female;0
Зепюр;Female;65
Зер;Female;4000
Зера;Female;4000
Зерлина;Female;0
Зеррин;Female;4
Зеста;Female;14
Зести;Female;0
Зета;Female;301
Зетт;Female;194
Зеф;Female;163
Зефрина;Female;0
Зехава;Female;1
Зехира;Female;0
Зея;Female;24000
Зиада;Female;124
Зиафат;Female;2
Зиб;Female;59
Зиба;Female;350
Зибанда;Female;1
Зибара;Female;9
Зибба;Female;0
Зибейда;Female;49
Зибек;Female;2
Зибунниса;Female;0
Зива;Female;409
Зивар;Female;16
Зигазига;Female;0
Зигна;Female;1
Зигрид;Female;2
Зида;Female;72
Зиеда;Female;788
Зиёда;Female;785
Зизи;Female;369
Зийада;Female;3
Зийакамал;Female;0
Зийафат;Female;0
Зикра;Female;3
Зила;Female;77
Зилайла;Female;0
Зилина;Female;208
Зилия;Female;2000
Зилла;Female;20
Зилола;Female;2000
Зима;Female;43000
Зимава;Female;3
Зимана;Female;3
Зимбаб;Female;14
Зимра;Female;3
Зинат;Female;552
Зинира;Female;729
Зиннат;Female;222
Зинния;Female;0
Зиннура;Female;54
Зиновея;Female;3
Зиновида;Female;1
Зиноида;Female;80
Зинона;Female;3
Зинура;Female;271
Зиппора;Female;0
Зирани;Female;4
Зироат;Female;10
Зиряк;Female;109
Зисл;Female;1
Зиссель;Female;2
Зифа;Female;3000
Зия;Female;1000
Зиягул;Female;143
Зияда;Female;1000
Зияфет;Female;20
Златимира;Female;0
Злато;Female;406
Златовлада;Female;1
Златозара;Female;5
Златомира;Female;49
Златосвета;Female;1
Златоуста;Female;275
Злото;Female;27
Знамена;Female;26
Зоанн;Female;0
Зобель;Female;36
Зоечка;Female;495
Зозуля;Female;16000
Зойа;Female;7
Зойка;Female;799
Зола;Female;148
Золата;Female;22
Золема;Female;0
Золя;Female;180
Зон;Female;890
Зона;Female;10000
Зонг;Female;106
Зондра;Female;2
Зорава;Female;0
Зорагуль;Female;0
Зорайда;Female;0
Зоралла;Female;0
Зорислава;Female;55
Зорица;Female;94
Зорница;Female;393
Зоря;Female;7000
Зоха;Female;383
Зоча;Female;10
Зса;Female;37
Зубайда;Female;605
Зубайра;Female;345
Зубаха;Female;700
Зувена;Female;1
Зуга;Female;54
Зуда;Female;10
Зудора;Female;0
Зуза;Female;600
Зузи;Female;22
Зузу;Female;277
Зула;Female;455
Зулайка;Female;288
Зулайфа;Female;1
Зулала;Female;15
Зулбахар;Female;3
Зулейка;Female;121
Зулейма;Female;4
Зулейфа;Female;8
Зулема;Female;6
Зули;Female;403
Зулкамал;Female;0
Зулкамар;Female;0
Зулма;Female;2
Зулмат;Female;8
Зулназ;Female;0
Зулнара;Female;0
Зулф;Female;32
Зулфа;Female;5
Зулфар;Female;5
Зулфийа;Female;3
Зулфира;Female;98
Зулфия;Female;1000
Зулхабира;Female;2
Зулхайа;Female;0
Зулхамида;Female;2
Зулхумар;Female;90
Зулшад;Female;0
Зульфа;Female;161
Зульхая;Female;1
Зульхаят;Female;12
Зульшат;Female;0
Зуляля;Female;25
Зум;Female;708
Зумара;Female;394
Зумария;Female;4
Зумрат;Female;756
Зумуррад;Female;0
Зунара;Female;8
Зуни;Female;194
Зура;Female;4000
Зурафа;Female;0
Зурета;Female;147
Зуриет;Female;21
Зурита;Female;11
Зуррия;Female;0
Зуса;Female;15
Зуха;Female;278
Зухайра;Female;4
Зухур;Female;119
Зэйли;Female;0
Зэйн;Female;27
Зэйна;Female;2
Иаван;Female;26
Иаиль;Female;8
Ианта;Female;6
Иарасия;Female;1
Иароя;Female;5
Иауна;Female;0
Иба;Female;948
Ибалы;Female;6
Ибарет;Female;1
Ибби;Female;2
Иборат;Female;6
Ибрат;Female;208
Ибриз;Female;4
Ибрисам;Female;0
Ибрисами;Female;0
Ибтисама;Female;1
Ибтихадж;Female;4
Ивайла;Female;69
Ивалина;Female;55
Иванния;Female;1
Ивдения;Female;0
Ивей;Female;5
Ивесси;Female;0
Иветт;Female;32
Иветти;Female;26
Ивея;Female;14
Иви;Female;696
Ивианна;Female;4
Ивилиза;Female;0
Ивирилд;Female;0
Ивица;Female;220
Ивка;Female;220
Ивленья;Female;1
Ивлин;Female;65
Ивона;Female;681
Ивоннэ;Female;0
Ивори;Female;18
Иген;Female;241
Иглима;Female;3
Игнасия;Female;3
Иголка;Female;207
Идана;Female;26
Идара;Female;4
Иде;Female;99
Иделла;Female;1
Иделлия;Female;2
Иден;Female;14000
Иджипт;Female;0
Иджлал;Female;2
Идида;Female;2
Идил;Female;108
Идиллия;Female;246
Идит;Female;12
Идра;Female;401
Идрак;Female;113
Идувина;Female;0
Идэна;Female;0
Иера;Female;41
Иерия;Female;2
Иерусалима;Female;67
Иеш;Female;12
Ижадия;Female;1
Ижув;Female;0
Изабелита;Female;4
Изабэль;Female;97
Изаз;Female;7
Изаура;Female;698
Изафе;Female;0
Издихар;Female;3
Изебелла;Female;2
Изергиль;Female;102
Изз;Female;24
Изза;Female;94
Иззи;Female;224
Иззиа;Female;0
Изила;Female;0
Изили;Female;1
Изо;Female;7000
Изолда;Female;23
Изотерма;Female;31
Изуми;Female;335
Изэлин;Female;0
Изюдыр;Female;0
Икейда;Female;1
Икея;Female;478
Икки;Female;112
Иклил;Female;2
Иклима;Female;45
Икра;Female;2000
Икрама;Female;5
Иктида;Female;2
Иктиза;Female;0
Ила;Female;447
Илайза;Female;4
Илара;Female;26
Иласия;Female;0
Илгиза;Female;98
Илдара;Female;2
Илдария;Female;9
Илемпи;Female;29
Илена;Female;298
Илзада;Female;0
Илзида;Female;20
Илзиннат;Female;0
Илида;Female;250
Илинка;Female;265
Илиона;Female;9
Илира;Female;180
Илирия;Female;10
Илисавета;Female;1
Илифия;Female;12
Илия;Female;3000
Илка;Female;182
Илламай;Female;0
Илнара;Female;66
Илнура;Female;13
Илнурия;Female;0
Илса;Female;9
Илсёяр;Female;24
Илсия;Female;89
Илсияр;Female;218
Илстан;Female;0
Илсура;Female;3
Илсылу;Female;0
Илтпифат;Female;0
Илфария;Female;0
Илфиза;Female;1
Илышва;Female;0
Иль;Female;3000000
Ильгиза;Female;2000
Ильгизя;Female;103
Ильгузель;Female;0
Ильдана;Female;270
Ильдуса;Female;12
Ильза;Female;405
Ильзада;Female;6
Ильзана;Female;76
Ильзара;Female;101
Ильзида;Female;789
Ильма;Female;169
Ильмара;Female;19
Ильсина;Female;597
Ильстан;Female;2
Ильсура;Female;7
Ильсылу;Female;4
Ильсюя;Female;3
Ильфария;Female;1
Ильфиза;Female;19
Ильфруза;Female;1
Ильхам;Female;7000
Илюся;Female;862
Иляха;Female;28
Има;Female;2000
Имаан;Female;2
Имайна;Female;0
Имама;Female;227
Иман;Female;6000
Имастуи;Female;1
Имеди;Female;562
Имена;Female;2000
Имилина;Female;16
Имма;Female;168
Имоген;Female;1
Имре;Female;97
Имтийаз;Female;0
Имтинан;Female;0
Имтисал;Female;1
Инабат;Female;2000
Инала;Female;4
Инанна;Female;22
Инаро;Female;5
Инас;Female;47
Иная;Female;434
Инге;Female;54
Ингебога;Female;0
Ингениана;Female;0
Инград;Female;47
Ингриетта;Female;0
Инда;Female;126
Инджа;Female;12
Индже;Female;45
Инджи;Female;68
Инджик;Female;0
Инджу;Female;3
Индига;Female;389
Индиго;Female;3000
Индика;Female;37
Индис;Female;12
Индиса;Female;7
Индия;Female;9000000
Индрзй;Female;0
Инду;Female;21
Индустрина;Female;0
Инез;Female;134
Инетта;Female;59
Инеш;Female;275
Инжиля;Female;0
Инжира;Female;32
Инжу;Female;2000
Инзиля;Female;2000
Инзира;Female;402
Иниги;Female;0
Иниза;Female;16
Иниша;Female;3
Инка;Female;3000
Инкар;Female;5000
Инкара;Female;869
Инносенс;Female;1
Ино;Female;3000
Инора;Female;47
Инсаф;Female;4000
Инсафия;Female;0
Интегрити;Female;42
Интизора;Female;16
Интисар;Female;40
Интисарат;Female;0
Инфинити;Female;1000
Инширах;Female;0
Иоана;Female;180
Иоани;Female;1
Иоанни;Female;4
Иоата;Female;0
Иоби;Female;2
Иовилла;Female;16
