Code;Vetis-GUID;Vetis-UUID;name-ru;name-en
YR;6355c3ee-6d1c-4bc5-a6ff-2a808274f222;556bd077-2443-45cd-bacf-d67ab1969864;Комбинированная упаковка: стеклянный сосуд в ящике решетчатом (или обрешетке) из алюминия;Composite packaging, glass receptacle in aluminium crate
YS;4195a944-7c45-44e9-9cf9-d366386ad86e;9ef685c4-2901-4400-8c62-8b6d811d015b;Комбинированная упаковка: стеклянный сосуд в коробке деревянной;Composite packaging, glass receptacle in wooden box
YT;fa1d17e8-e12d-4544-9461-db80f49cfe4b;2d0b13ac-f110-457e-880b-d74898e3cc52;Комбинированная упаковка: стеклянный сосуд в барабане фанерном;Composite packaging, glass receptacle in plywood drum
YV;32936c38-e9fa-439b-8108-5b7e3c482f6c;a8a2fb28-c4eb-48d9-b752-bd21d41004e5;Комбинированная упаковка: стеклянный сосуд в корзине плетеной с крышкой;Composite packaging, glass receptacle in wickerwork hamper
YW;40c8a0db-74c9-4190-9449-6f3f8ac2eaa7;fd4f0952-281d-4128-988c-cc180002627b;Комбинированная упаковка: стеклянный сосуд в барабане фибровом;Composite packaging, glass receptacle in fibre drum
YX;eabbfb7f-b3ea-4858-981a-201a18be8a0a;0984f9df-c2e2-4a8b-a89e-bbe5de256287;Комбинированная упаковка: стеклянный сосуд в коробке из фибрового картона;Composite packaging, glass receptacle in fibreboard box
YY;ce9f36bf-2f90-424c-b34f-e8715dd15e02;29414686-c50c-4a77-9e5c-42477548b8fa;Комбинированная упаковка: стеклянный сосуд в пакете пенопластовом;Composite packaging, glass receptacle in expandable plastic pack
YZ;5a349e4c-ce4c-485e-81db-beec4aa09fa4;11ee1e03-0553-4017-b936-59b80de341ea;Комбинированная упаковка: стеклянный сосуд в пакете из твердой пластмассы;Composite packaging, glass receptacle in solid plastic pack
ZA;caeda84d-f591-4ca8-888f-2b0857d6d66a;f75e07be-5795-48ad-98f6-fdf7a462d2d1;Контейнер средней грузоподъемности для массовых грузов бумажный многослойный;Intermediate bulk container, paper, multi-wall
ZB;8bb62b02-1b8b-4d1e-8886-93c9484fa5c2;78963fbe-1028-4441-a68b-74ff7f7e7ca5;Мешок, большой;Bag, large
ZC;566c12fc-5fc1-4189-8fc4-f4ff072c4897;928a9898-5f19-49bb-a6c0-17fa10bf4e37;Контейнер средней грузоподъемности для массовых грузов бумажный многослойный влагонепроницаемый;Intermediate bulk container, paper, multi-wall, water resistant
ZD;c979e057-03e8-4dda-8fcd-3dba27e4dfc5;3f65a1f9-3477-43ba-a674-a315e36a9658;Контейнер средней грузоподъемности для твердых навалочных/насыпных грузов из жесткой пластмассы с конструкционным оснащением;Intermediate bulk container, rigid plastic, with structural equipment, solids
ZF;690e086c-89b8-4c17-8838-4478d4c2e4eb;5ff12f10-bf65-48a5-9d52-89392cf97f69;Контейнер средней грузоподъемности для твердых навалочных/насыпных грузов из жесткой пластмассы автономный;Intermediate bulk container, rigid plastic, freestanding, solids
ZG;2b58bc8f-b007-4ef4-808b-a4eedc9df54c;15efd241-05f9-40e3-958a-94d15dc41e5d;Контейнер средней грузоподъемности для массовых грузов из жесткой пластмассы с конструкционным оснащением герметизированный;Intermediate bulk container, rigid plastic, with structural equipment, pressurised
ZH;e729238b-88ff-4991-a67e-8ec66cded23c;42735a40-1c9b-429a-8f32-b8fe483c716a;Контейнер средней грузоподъемности для массовых грузов из жесткой пластмассы автономный герметизированный;Intermediate bulk container, rigid plastic, freestanding, pressurised
ZJ;5389a88d-8a7d-4fc6-9758-4205df09bd30;6b05433f-8e53-42ad-9b85-23fb5aab82ba;Контейнер средней грузоподъемности для наливных грузов из жесткой пластмассы с конструкционным оснащением;Intermediate bulk container, rigid plastic, with structural equipment, liquids
ZK;4dfaab91-aacd-4a1b-a052-f40f873e6a46;4b1fbb1f-0a41-4cd5-915c-ceb602786f1a;Контейнер средней грузоподъемности для наливных грузов из жесткой пластмассы автономный;Intermediate bulk container, rigid plastic, freestanding, liquids
ZL;3850fb20-746c-4001-827c-5825630f7ce7;fd33ba62-fd67-4513-831f-27a187ebfbb4;Контейнер средней грузоподъемности для твердых навалочных/насыпных грузов составной из жесткой пластмассы;Intermediate bulk container, composite, rigid plastic, solids
ZM;9eba63f1-0e89-47a1-b75a-8c0cb099af3d;df6aa711-44ed-4c88-bb53-19369eb0836a;Контейнер средней грузоподъемности для твердых навалочных/насыпных грузов составной из гибкой пластмассы;Intermediate bulk container, composite, flexible plastic, solids
ZN;fee9277d-adb9-4af6-aae9-3117412de104;488796c9-d954-487f-863f-9580ef84ed9b;Контейнер средней грузоподъемности для массовых грузов составной из жесткой пластмассы герметизированный;Intermediate bulk container, composite, rigid plastic, pressurised
ZP;a3ee4967-a24f-4815-8f07-9d49ffe1de53;1866a193-ba12-4c8c-ae5a-26e34764db3a;Контейнер средней грузоподъемности для массовых грузов составной из гибкой пластмассы герметизированный;Intermediate bulk container, composite, flexible plastic, pressurised
ZQ;f9c0a4b5-0576-4aeb-9822-0a85f59b4c7f;345a0dc2-52cd-4d17-bbd7-208e54c3f546;Контейнер средней грузоподъемности для наливных грузов составной из жесткой пластмассы;Intermediate bulk container, composite, rigid plastic, liquids
ZR;dd97947e-4e78-41df-a4ef-1f34346db79e;3bd69571-ebe3-4067-abc8-88d4cd798885;Контейнер средней грузоподъемности для наливных грузов составной из гибкой пластмассы;Intermediate bulk container, composite, flexible plastic, liquids
ZS;fab06db6-977d-48df-8822-fb5ef954434c;cae0f975-4c9c-4d84-b60b-3cbfc8907743;Контейнер средней грузоподъемности для массовых грузов составной;Intermediate bulk container, composite
ZT;5a86d172-8b82-4992-b88c-8b1f80765ff5;41200c2a-cfa9-4231-bb84-0bb7c2dfd6f3;Контейнер средней грузоподъемности для массовых грузов из фибрового картона;Intermediate bulk container, fibreboard
ZU;1061b465-9f46-48ba-8939-e4e14afd6270;321041ef-8368-4840-a1a4-d980c291341a;Контейнер средней грузоподъемности для массовых грузов гибкий;Intermediate bulk container, flexible
ZV;778afe34-03a9-4255-89ce-78229c9d233c;2bf1bf74-fd5e-4bff-a2f1-c0206f4daca0;Контейнер средней грузоподъемности для массовых грузов из прочего металла, кроме стали;Intermediate bulk container, metal, other than steel
ZW;057ea6ec-aab1-4e2c-be58-f976fd3bbb37;0bc6bfa5-bb67-418b-a3f1-35f1c940d323;Контейнер средней грузоподъемности для массовых грузов из естественной древесины;Intermediate bulk container, natural wood
ZX;6bc17666-63d7-49fd-9a82-fd98ff408dff;44966f37-fc2b-4331-a34f-841b3bb92ecc;Контейнер средней грузоподъемности для массовых грузов фанерный;Intermediate bulk container, plywood
ZY;e143c99a-f5c3-4e66-a50b-52a5cabc6325;54be0f7a-47d8-4f56-8e05-064ae9098d28;Контейнер средней грузоподъемности для массовых грузов из древесного материала;Intermediate bulk container, reconstituted wood
ZZ;a8e05c09-1c89-46a8-8362-b2388f820fdb;4d0d987a-9796-42f5-89b9-47b787e18a60;По взаимному определению;Mutually defined
